County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,FMNP,Operating Months,Latitude,Longitude,EBT/SNAP,Location Points
Albany,Harriman State Campus Farmers' Market,"Harriman State Office Campus, behind Bldg. 8A, Albany",8A Harriman Campus Road,Albany,NY,12203,Jason Rumpf,5184732982,http://www.ogs.ny.gov/esp/CCE/FarmersMarket.asp,Thursday  10am-2pm,May 7-October 8,Y,P/M,42.678038,-73.809942,N,"Albany, NY 12203
(42.678038, -73.809942)"
Albany,New Covenant Farmers' Market,"New Covenant Presbyterian Church, 916 Western Ave.",916 Western Ave,Albany,NY,12203,Katy Stenta,5184828063,,Tuesday  3pm-6pm,May 19-October 6,Y,P/M,42.67228,-73.81026,N,"Albany, NY 12203
(42.67228, -73.81026)"
Albany,South End Farmers' Market,"Lincoln Park,, Eagle Street & Morton Ave, Albany",Eagle St & Morton Ave,Albany,NY,12202,Willie White,5184519849,,Saturday  12pm-5pm,July 7-Sept 30,N,M,42.643109,-73.762466,Y,"Albany, NY 12202
(42.643109, -73.762466)"
Albany,Sprout - Thursday,"Edward A. Kane Apartments, 115  2nd Ave., Troy",115 2nd Ave,Troy,NY,12180,Will Malcolm,5182748685,http://www.capitalroots.org,Thu 10:45am-11:45am,Year-round,Y,YR,42.7571,-73.682728,Y,"Troy, NY 12180
(42.7571, -73.682728)"
Albany,Veggie Mobile - Friday,"South Mall Towers, 101 S. Pearl St., Albany",101 South Pearl Street,Albany,NY,12207,Will Malcolm,5182748685,http://www.capitalroots.org,Fri  11am-12:15pm,Year-round,Y,YR,42.6465,-73.75482,Y,"Albany, NY 12207
(42.6465, -73.75482)"
Albany,Veggie Mobile - Saturday,"Steamboat Square Apartments, 20 Rensselaer St., Albany",20 Rensselaer Street,Albany,NY,12202,Will Malcolm,5182748685,http://www.capitalroots.org,Sat 1:15pm-2pm,Year-round,Y,YR,42.64093,-73.75363,Y,"Albany, NY 12202
(42.64093, -73.75363)"
Albany,Veggie Mobile - Saturday,"Arbor Hill/West Hills, Henry Johnson Blvd & 2nd St., Albany",Henry Johnson Boulevard and 2nd Street,Albany,NY,12210,Will Malcolm,5182748685,http://www.capitalroots.org,Sat 12:15pm-1pm,Year-round,Y,YR,42.66226,-73.76013,Y,"Albany, NY 12210
(42.66226, -73.76013)"
Albany,Veggie Mobile - Thursday,"St. Sophia's Church, 440 Whitehall Rd., Albany",440 Whitehall Road,Albany,NY,12208,Will Malcolm,5182748685,http://www.capitalroots.org,Thu 12:30pm-1:30pm,Year-round,Y,YR,42.65197,-73.81477,Y,"Albany, NY 12208
(42.65197, -73.81477)"
Albany,Veggie Mobile - Tuesday,"Howe Library, Schuyler & Broad St., Albany",Schuyler St and Broad Street,Albany,NY,12202,Will Malcolm,5182748685,http://www.capitalroots.org,Tue 3pm-3:45pm,Year-round,Y,YR,42.64112,-73.75802,Y,"Albany, NY 12202
(42.64112, -73.75802)"
Albany,Veggie Mobile - Tuesday,"Ida Yarbrough, 270 N. Pearl Street, Albany",270 North Pearl Street,Albany,NY,12207,Will Malcolm,5182748685,http://www.capitalroots.org,Tue 12:15pm-1pm,Year-round,Y,YR,42.65916,-73.74875,Y,"Albany, NY 12207
(42.65916, -73.74875)"
Albany,Veggie Mobile - Tuesday,"Koinonia Primary Care, 533 Clinton Ave. (at N. Lake), Albany",533 Clinton Avenue,Albany,NY,12206,Will Malcolm,5182748685,http://www.capitalroots.org,Tue 2pm-2:45pm,Year-round,Y,YR,42.66508,-73.76804,Y,"Albany, NY 12206
(42.66508, -73.76804)"
Albany,Veggie Mobile - Tuesday,"Whitney Young Health Ctr, 920 Lark Drive, Albany",920 Lark Drive,Albany,NY,12210,Will Malcolm,5182748685,http://www.capitalroots.org,Tue 11am-12pm,Year-round,Y,YR,42.66215,-73.74859,Y,"Albany, NY 12210
(42.66215, -73.74859)"
Albany,Veggie Mobile - Wednesday,"Cohoes Senior Center, 100 Cayuga Plaza, Cohoes",100 Cayuga Plaza,Cohoes,NY,12047,Will Malcolm,5182748685,http://www.capitalroots.org,Wed 3pm-4pm,Year-round,Y,YR,42.77712,-73.70101,Y,"Cohoes, NY 12047
(42.77712, -73.70101)"
Albany,Veggie Mobile - Wednesday,"North Albany YMCA, 616 N. Pearl St., Albany",616 North Pearl Street,Albany,NY,12204,Will Malcolm,5182748685,http://www.capitalroots.org,Wed 4:45pm-5:45pm,Year-round,Y,YR,42.67368,-73.73953,Y,"Albany, NY 12204
(42.67368, -73.73953)"
Albany,Veggie Mobile - Wednesday,"Thurlow Terrace, 2 Thurlow Terrace, Albany",2 Thurlow Terrace,Albany,NY,12203,Will Malcolm,5182748685,http://www.capitalroots.org,Wed 12pm-1pm,Year-round,Y,YR,42.66032,-73.77248,Y,"Albany, NY 12203
(42.66032, -73.77248)"
Albany,Voorheesville Farmers Market,"First United Methodist lot, 68 Maple Ave.",68 Maple Ave,Voorheesville,NY,12186,Dianne Luci,5187654536,,Wed  3:30pm-6:30pm,June 17-September 30,Y,M,42.64892,-73.92991,N,"Voorheesville, NY 12186
(42.64892, -73.92991)"
Allegany,Alfred Farmers' Market,"Village Bandstand, Main St.",Main Street and Saxon Drive,Alfred,NY,14802,Holly Harris,6073820885,http://www.alfredfarmersmarket.com,Sunday  11am-3pm,July 12-October 25,Y,M,42.25396,-77.7904,Y,"Alfred, NY 14802
(42.25396, -77.7904)"
Allegany,Angelica Farmers' Market,Park Circle,28 Park Circle,Angelica,NY,14709,Bob Jones,5854667422,,Saturday  9am-1pm,June 13-October 3,Y,M,42.30553,-78.01631,Y,"Angelica, NY 14709
(42.30553, -78.01631)"
Allegany,Belmont Farmers' Market,"Grange Hall Lawn, 32 Willets Ave, Rt 19",32 Willets Ave,Belmont,NY,14813,Phyllis Couture,7169423710,,Thursday  11am-5pm,May 21-October 29,Y,P/M,42.22613,-78.03994,Y,"Belmont, NY 14813
(42.22613, -78.03994)"
Allegany,On the River Farmstand,"7579 Route 19, Belfast",7579 Route 19,Belfast,NY,14711,Stephen Demarte,7165605594,,"Fri/Sat  3pm-7pm, Sunday  3pm-5pm",May 16-November 28,Y,P/M,42.32684,-78.10936,Y,"Belfast, NY 14711
(42.32684, -78.10936)"
Bronx,Bissel Gardens Farmers' Market,Baychester Ave. & E 241 St.,Baychester Ave and East 241st St,Bronx,NY,10470,Heather Warren-Dombrowa,3474272547,http://www.bisselgardens.org,"Saturday  9am-6pm, Wednesday  9am-5pm",July 8-November 21,Y,M,40.90151,-73.84702,Y,"Bronx, NY 10470
(40.90151, -73.84702)"
Bronx,Bronx Borough Hall Greenmarket,"Grand Concourse, btwn 161st & 163rd Sts.",901 Grand Concourse,Bronx,NY,10452,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,June 2-November 24,Y,M,40.82715,-73.92276,Y,"Bronx, NY 10452
(40.82715, -73.92276)"
Bronx,Harvest Home Bronx Museum Farmers' Market,"Grand Concourse & E. 165th St., at Bronx Museum of the Arts",Grand Concourse and East 165st St,Bronx,NY,10456,Maritza Owens,2128283361,http://www.harvesthomefm.org,Sunday  8am-4pm,July 12-November 22,N,M,40.83102,-73.90953,Y,"Bronx, NY 10456
(40.83102, -73.90953)"
Bronx,Harvest Home Co-op City Farmers' Market,Ash Loop & Aldrich St.,Ash Loop & Aldrich St.,Bronx,NY,10475,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,July 8-November 25,Y,M,40.87025,-73.83097,Y,"Bronx, NY 10475
(40.87025, -73.83097)"
Bronx,Harvest Home Hunts Point Farmers' Market,"Monsignor Del Valle Square, btwn Southern & Bruckner Blvds.",Monsignor Del Valle Square,Bronx,NY,10474,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 17-November 25,Y,M,40.82073,-73.89088,Y,"Bronx, NY 10474
(40.82073, -73.89088)"
Bronx,Harvest Home Jacobi  Hospital Farmers' Market,1400 Pelham Parkway,1400 Pelham Pkwy,Bronx,NY,10461,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tue/Fri  8am-4pm,May 8-November 24,Y,P/M,40.85431,-73.8467,N,"Bronx, NY 10461
(40.85431, -73.8467)"
Bronx,Harvest Home Mt. Eden Farmers' Market,"Claremont Park, Mt. Eden & Morris Aves.",Mt Eden Pkwy and Morris Ave,Bronx,NY,10457,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tue/Thu  8am-4pm,May 26-November 24,Y,P/M,40.84305,-73.90947,Y,"Bronx, NY 10457
(40.84305, -73.90947)"
Bronx,Harvest Home N. Central Bronx Farmers' Market,Mosholu Parkway North & Jerome Ave.,Jerome Ave and East Mosholu Pkwy North,Bronx,NY,10467,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,July 8-November 25,Y,M,40.88046,-73.88385,Y,"Bronx, NY 10467
(40.88046, -73.88385)"
Bronx,Harvest Home Soundview Farmers' Market,"Morrison Ave., btwn Westchester Ave. & Harrod Pl.",Morrison Ave and Harrod Place,Bronx,NY,10472,Maritza Owens,2128283361,http://www.harvesthomefm.org,Saturday  8am-4pm,June 13-November 21,Y,M,40.82905,-73.87443,Y,"Bronx, NY 10472
(40.82905, -73.87443)"
Bronx,Harvest Home St. Marys Park Farmers' Market,"149th St., btwn St. Ann & Jackson Aves.",St Mary's Park,Bronx,NY,10455,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,July 9-November 19,Y,M,40.81099,-73.91173,Y,"Bronx, NY 10455
(40.81099, -73.91173)"
Bronx,La Familia Verde Farmers' Market,"Tremont Park, on Tremont Ave.,, btwn LaFontaine & Arthur Aves.",East Tremont Ave and Arthur Ave,Bronx,NY,10457,Heidi Hynes,7185831765,http://www.lafamiliaverde.org,Tuesday  8am-3pm,July 7-November 10,Y,M,40.84643,-73.89334,Y,"Bronx, NY 10457
(40.84643, -73.89334)"
Bronx,"Learn it, Grow it, Eat it Youthmarket","169th St. & Boston Rd., at McKinley Square",E. 169th St. and Boston Rd.,Bronx,NY,10456,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Wednesday  10am-3pm,July 8-November 25,Y,M,40.83121,-73.90022,Y,"Bronx, NY 10456
(40.83121, -73.90022)"
Bronx,Lincoln Hospital Greenmarket,"149th St between Park and Morris Aves, Bronx",East 149th St and Morris Ave,Bronx,NY,10451,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-3pm,June 26-November 20,Y,M,40.81739,-73.92274,Y,"Bronx, NY 10451
(40.81739, -73.92274)"
Bronx,Marble Hill Youthmarket,225th St. btwn Broadway & Exterior St.,W. 225th and Broadway & Exterior,Bronx,NY,10463,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Thursday  1pm-6pm,July 9-November 19,Y,M,40.8746,-73.90961,Y,"Bronx, NY 10463
(40.8746, -73.90961)"
Bronx,Mott Haven Farmers' Market,"Padre Plaza Community Garden, 139th St. & St. Ann's Ave.",E. 139th & 283 St. Saint Anns Ave,Bronx,NY,10454,Sheila Young,7189241143,,Tuesday  10am-4pm,July 7-November 3,Y,M,40.80782,-73.91697,Y,"Bronx, NY 10454
(40.80782, -73.91697)"
Bronx,New York Botanical Garden Greenmarket,"Mosholu Gate on Southern Blvd., Mosholu Pkwy & Bedford Park Blvd.",2855 Southern Blvd,Bronx,NY,10458,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Wednesday  9am-3pm,June 17-November 25,Y,M,40.866408,-73.882303,Y,"Bronx, NY 10458
(40.866408, -73.882303)"
Bronx,Norwood Youthmarket,E Gun Hill Rd. & Dekalb Ave.,Dekalb Ave. & East Gun Hill Rd.,Bronx,NY,10467,Kori Petrovic,2127887476,http://www.grownyc/greenmarket,Thursday  12pm-7pm,July 9-November 19,Y,M,40.88223,-73.88048,Y,"Bronx, NY 10467
(40.88223, -73.88048)"
Bronx,Parkchester Greenmarket,"Virginia Park, Westchester Ave. & White Plains Rd.",Westchester Ave and White Plains Rd,Bronx,NY,10472,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-4pm,June 12-November 20,Y,M,40.83301,-73.86277,Y,"Bronx, NY 10472
(40.83301, -73.86277)"
Bronx,Poe Park Greenmarket,"E 192nd St. & Grand Concourse,, btwn Grand Concourse & Valentine Ave.",Grand Concourse and Valentine E.192nd St,Bronx,NY,10458,Chelsea Whittaker,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-3pm,June 30-November 24,Y,M,40.86423,-73.89572,Y,"Bronx, NY 10458
(40.86423, -73.89572)"
Bronx,Project EATS URBIS Gun Hill Rd. Farmstand,"1385 Gun Hill Rd, corner of Knapp ave.",1385 Gun Hill Road,Bronx,NY,10469,Charlie Wirene,2126121528,http://www.projectEATS.org,Thursday  2:30pm-6:30pm,July 2-October 15,Y,M,40.87013,-73.84501,Y,"Bronx, NY 10469
(40.87013, -73.84501)"
Bronx,Riverdale Neighborhood House Youthmarket,W 256th St. & Mosholu Ave.,W 256th St. & Mosholu,Bronx,NY,10466,Kori Petrovic,2127887476,http://www.grownyc.org/youthmarket,Thursday  2pm-7pm,July 9-October 29,Y,M,40.90388,-73.90313,Y,"Bronx, NY 10466
(40.90388, -73.90313)"
Bronx,Riverdale Y Sunday Farmers' Market,"Independence Ave, W. 237th St.",649 W 237th St,Bronx,NY,10463,Doris Kaufman,7185488200,http://www.riverdaley.org,Sunday  9am-2pm,May 11-November 16,N,P/M,40.888442,-73.912784,N,"Bronx, NY 10463
(40.888442, -73.912784)"
Bronx,South Bronx Farmers' Market,"South side of 138th Street, btwn Willis & Alexander Aves., Mott Haven",330-398 East 138th Street,Bronx,NY,10454,Lily Kesselman,2122046518,http://www.southbronxfarmersmarket.com,Saturday  10am-4pm,June 20-November 21,Y,M,40.80913,-73.92297,Y,"Bronx, NY 10454
(40.80913, -73.92297)"
Bronx,Wholesale Greenmarket,"Halleck St. & Viele Ave., Auxiliary Lot",Halleck Street and Viele Avenue,Bronx,NY,10474,Chelsea Whittaker,2127887476,,Tue-Sat  2am-8am,April 4-December 31,Y,W/P/M/X,40.80752,-73.87989,N,"Bronx, NY 10474
(40.80752, -73.87989)"
Bronx,Williamsbridge Square HERBan Farmers' Market,"Williamsbridge Square Park,, White Plains Rd. & Gun Hill Rd.",White Plains Road and East Gun Hill Road,Bronx,NY,10467,Tupacamaru Tiwoni,6463517611,http://www.herbanfarmersmarket.org,Wednesday  9am-5pm,July 8-November 11,Y,M,40.87734,-73.8663,Y,"Bronx, NY 10467
(40.87734, -73.8663)"
Broome,Deposit Farmers' Market,"First United Methodist Church, WIC Clinic, 107 Second St.",107 Second St,Deposit,NY,13754,Jeanne Darling,6078656531,http://www.ccedelaware.org,Thursday  10am-2pm,Only Aug 20 & Sep 17,Y,M,42.06233,-75.4249,N,"Deposit, NY 13754
(42.06233, -75.4249)"
Broome,Downtown Binghamton Farmers' Market,"Court House Square, 80 Collier St.",80 Collier St,Binghamton,NY,13901,Eric Denk,6072069471,http://www.binghamtonfarmersmarket.com,Tue/Fri  9am-2pm,June 5-October 30,Y,M,42.09866,-75.91161,Y,"Binghamton, NY 13901
(42.09866, -75.91161)"
Broome,Koo Koose Farmers' Market,"Park on Front Street, near flag pole, near Village Hall & Movie Theater",149 Front Street,Deposit,NY,13754,Dorothy Crantz,6074672956,,Saturday  9am-1pm,June-September,Y,M,42.061003,-75.425572,N,"Deposit, NY 13754
(42.061003, -75.425572)"
Broome,Otsiningo Park Farmers' Market,"Otsiningo Park. East of Downtown, off Bevier st.",Bevier St and Otsiningo Park,Binghamton,NY,13905,Caroline McGee,6078623599,http://www.otsiningoparkfarmersmarket.com,Saturday  9am-1pm,May 2-October 31,Y,P/M,42.12016,-75.90461,Y,"Binghamton, NY 13905
(42.12016, -75.90461)"
Broome,Vestal Farmers' Market,"Library parking lot, near museum, 320 Vestal Pkwy E (Rt. 434)",320 Vestal Pkwy E,Vestal,NY,13850,Lisa Bloodnick,6076254141,https://www.facebook.com/VestalFarmersMarket,Sat/Wed  9am-1pm,May 25-November 26,Y,P/M,42.087322,-76.045678,N,"Vestal, NY 13850
(42.087322, -76.045678)"
Cattaraugus,Canticle Farmstand,3809 Old State Road,3809 Old State Road,Allegany,NY,14706,Mark Printz,7163789714,http://www.canticlefarm.org,Tue/Fri  2pm-6pm; Jun 15-Nov 24; Alt. Tues  2pm-6pm Dec 28-Jun 13,Year-round,Y,YR,42.094426,-78.506766,Y,"Allegany, NY 14706
(42.094426, -78.506766)"
Cattaraugus,Franklinville Farmers' Market,"13 Park Square, Rt 16",13 Park Sq,Franklinville,NY,14737,Phyllis Couture,7169423710,,Wednesday  3pm-6pm,May 20-October 28,Y,P/M,42.33772,-78.45771,Y,"Franklinville, NY 14737
(42.33772, -78.45771)"
Cattaraugus,Olean Southern Tier Farmers' Market,"Tractor Supply Store, 1900 Constitution Ave.",1900 Constitution Ave,Olean,NY,14760,Phyllis Couture,7169423710,,Friday  2pm-6pm,May 15-October 30,Y,P/M,42.08294,-78.45503,Y,"Olean, NY 14760
(42.08294, -78.45503)"
Cattaraugus,R.E.A.P. Olean Farmers' Market,"Walmart Plaza parking lot, 3142 W. State St.",3142 West State St.,Olean,NY,14760,Mark Schindlbeck,7166769181,,Saturday  8am-1pm,May 16-October 31,Y,P/M,42.07896,-78.46906,Y,"Olean, NY 14760
(42.07896, -78.46906)"
Cattaraugus,Salamanca Farmers' Market,"12 Park Ave., Jefferson Park",12 Park Ave,Salamanca,NY,14779,Phyllis Couture,7169423710,,Tuesday  11am-5pm,May 19-October 27,Y,P/M,42.15497,-78.71739,Y,"Salamanca, NY 14779
(42.15497, -78.71739)"
Cattaraugus,South Dayton Farmers' Market,Village Park (Rt 322),547 Pine Street,South Dayton,NY,14138,Linda Dewey,7166729004,,Saturday  9am-1pm,June 20-October 17,Y,M,42.36516,-79.05921,N,"South Dayton, NY 14138
(42.36516, -79.05921)"
Cayuga,Auburn Farmers' Market,"96 State Street, Curley's Restaurant Pkg Lot",96 State Street,Auburn,NY,13021,Mark Soper,3152556871,http://www.auburnfarmerscoopmarketinc.com,Tue/Thu/Sat  7am-2pm,June 2-October 31,Y,M,42.93406,-76.56985,Y,"Auburn, NY 13021
(42.93406, -76.56985)"
Cayuga,Moravia Farmers' Market,"Kinney Drug Store pkg lot, 130 Main St.",130 Main St,Moravia,NY,13118,Tammy Riker,3154963545,,Thursday  10am-5pm,June 4-October 29,Y,M,42.71209,-76.42079,N,"Moravia, NY 13118
(42.71209, -76.42079)"
Cayuga,Niles Farmers' Market,"Niles Town Hall, 5923 New Hope Rd., Moravia",5923 New Hope Rd,New Hope,NY,13118,Penelope Wells,3152141248,https://www.facebook.com/NilesFarmsMarket,Saturday  10am-1pm,May 30-October 17,Y,P/M,42.797461,-76.366093,N,"New Hope, NY 13118
(42.797461, -76.366093)"
Chautauqua,Abers Acres Farmstand,"884 Route 394, Kennedy",884 Rte. 394,Kennedy,NY,14747,Sue Abers,7162672431,http://www.abersacres.com/,"Daily  9am-6pm June-Oct, Daily 10am-5pm Nov-May",Year-round,Y,YR,42.14495,-79.10996,Y,"Kennedy, NY 14747
(42.14495, -79.10996)"
Chautauqua,Anderson's Produce,"3058 Terry Rd., Sinclairville",3058 Terry Road,Sinclairville,NY,14782,Barb Swan,7169628422,,Daily  10am-6pm,July 24-October 20,Y,M,42.231548,-79.255691,N,"Sinclairville, NY 14782
(42.231548, -79.255691)"
Chautauqua,Downtown Jamestown Farmers' Market,"Cherry St., btwn 2nd & 3rd Sts.",119 West 3rd St,Jamestown,NY,14701,Christina King,7166642477,http://www.jamestownrenaissance.org,Thurs  12pm-6pm,June 4-October 29,Y,M,42.09602,-79.24315,Y,"Jamestown, NY 14701
(42.09602, -79.24315)"
Chautauqua,Dunkirk Farmers' Market,"Dunkirk Senior Center, 45 Cliffstar Court",45 Cliffstar Avenue,Dunkirk,NY,14048,Steve Neratko,7163669879,,Wednesday  9am-2pm,June 17-September 23,Y,M,42.48463,-79.32644,Y,"Dunkirk, NY 14048
(42.48463, -79.32644)"
Chautauqua,Falconer Farmers' Market,"Davis Park , W. Main & Homestead Sts.",W Main St and Homestead St,Falconer,NY,14733,DeEtte Dispenza,7166654400,,Saturday  9am-2pm,June 6-October 24,Y,M,42.11763,-79.19952,N,"Falconer, NY 14733
(42.11763, -79.19952)"
Chautauqua,Fred Farms Farm Stand,10655 Temple Rd,10655 Temple Rd,Dunkirk,NY,14048,Roberto Fred,,,Daily 9am-6pm,June 1-November 30,Y,M,42.464201,-79.361694,N,"Dunkirk, NY 14048
(42.464201, -79.361694)"
Chautauqua,Fredonia Farmers' Market,"Village Hall, Baker Commons, 9-11 Church St.",11 Church St,Fredonia,NY,14063,Margaret Bruegel,7169652716,,Saturday  9am-1pm,May 16-October 31,Y,P/M,42.44064,-79.33235,Y,"Fredonia, NY 14063
(42.44064, -79.33235)"
Chautauqua,Fredonia WINTER Farmers' Market,321 East Main St. (Rt 20) Masonic Forest Lodge,321 East Main St. (Rte 20),Fredonia,NY,14063,Margaret Bruegel,7169652716,http://www.facebook.com/FredoniaFarmersMarket,Saturday 10am-1pm,November 7-May14,Y,X/W/P,42.44071,-79.33227,Y,"Fredonia, NY 14063
(42.44071, -79.33227)"
Chautauqua,Lakewood Farmers' Market,Chautauqua Ave.,Chautauqua Ave and West Second St,Lakewood,NY,14750,Joe Johnson,7167638557,http://www.lakewoodny.com,Tuesday  1pm-5pm,June 2-August 25,Y,M,42.10189,-79.3262,N,"Lakewood, NY 14750
(42.10189, -79.3262)"
Chautauqua,Westfield Farmers' Market,Rt 20 & Rt 394,Rt 20 & Rt 394,Westfield,NY,14787,Arianne Correll,7166401166,http://www.westfieldny.com/farmers-market,Saturday  9am-2pm,May 23-September 26,Y,P/M,42.32203,-79.57812,Y,"Westfield, NY 14787
(42.32203, -79.57812)"
Chemung,Ackerman's Blueberries,"248 Red Chalk Rd, Erin",248 Red Chalk Rd,Erin,NY,14838,Gayle Ackerman,6077397249,,Daily  8am-8pm,July 28-August 27,Y,M,42.22112,-76.69423,N,"Erin, NY 14838
(42.22112, -76.69423)"
Chemung,Elmira Eastside Farmers' Market,"West Lawn of Holiday Inn, 760 E. Water St., Elmira",760 East Water St,Elmira,NY,14901,Andrew Fagan,6077344453,http://www.ccechemung.org,Friday  3pm-6pm,June 27 - October 17,Y,M,42.08905,-76.7922,Y,"Elmira, NY 14901
(42.08905, -76.7922)"
Chemung,Elmira Wisner Park Farmers' Market,"Wisner Park, Main Street",North Main St and West Church St,Elmira,NY,14901,Jennifer Herrick,6077340341,http://www.wisnermarket.org,Thursday  10am-2pm,May 28-September 24,Y,M,42.08984,-76.80826,Y,"Elmira, NY 14901
(42.08984, -76.80826)"
Chemung,Grove Park Farmers' Market,"4th St. & Walnut Ave., Grove Park",Walnut Ave and West 4th St,Elmira,NY,14901,Liz Martin,6075464535,https://www.facebook.com/GroveParkFarmersMarket,Monday  3pm-6pm,June 1-October 26,Y,M,42.0921,-76.82013,Y,"Elmira, NY 14901
(42.0921, -76.82013)"
Chemung,Teal Park Farmers' Market,"Teal Park, Horseheads, Corner S. Main and Steuben Sts.",S. Main and Steuben St.,Horseheads,NY,14845,Debbie Gessick,6077397698,,Saturday  10am-1pm,June 27-September 26,Y,M,42.16417,-76.81919,N,"Horseheads, NY 14845
(42.16417, -76.81919)"
